source_id,spec_class,is_host,teff_gspphot,logg_gspphot,radius_gspphot,model_name,model_score,mlp_positive_proba,mlp_predicted_is_host
6480322080127037312,G,False,5599.668,4.5338,0.7665,baseline_mlp_small,0.1283976940935302,0.1283976940935302,False
6492607164062002304,G,False,5290.476,4.3283,1.0044,baseline_mlp_small,0.3645756256256738,0.3645756256256738,False
6493305315290605568,G,False,5630.1196,4.2782,1.1981,baseline_mlp_small,0.7401609913505706,0.7401609913505706,True
6505601359982553088,G,False,5737.4634,4.6382,0.7021,baseline_mlp_small,0.006681920318710456,0.006681920318710456,False
6506058073921263360,G,False,5884.455,4.1335,1.5749,baseline_mlp_small,0.790967341017204,0.790967341017204,True
6511439736661927296,G,False,5902.353,4.3359,1.0124,baseline_mlp_small,0.47942251809807657,0.47942251809807657,False
6515083483836045056,G,False,5585.232,4.1734,1.6022,baseline_mlp_small,0.7297987157385375,0.7297987157385375,True
6519962394889962496,G,False,5537.637,4.4113,0.9831,baseline_mlp_small,0.7626597246583714,0.7626597246583714,True
6557735738901086720,G,False,5489.8394,4.5715,0.7297,baseline_mlp_small,0.12108425021837932,0.12108425021837932,False
6561197997938929664,G,False,5468.267,4.3368,1.1368,baseline_mlp_small,0.6254762461177173,0.6254762461177173,True
6580281293548537344,G,False,5665.481,4.3522,1.1015,baseline_mlp_small,0.7926473007896618,0.7926473007896618,True
6583245130221222912,G,False,5723.4077,4.3753,0.996,baseline_mlp_small,0.7280928366200606,0.7280928366200606,True
6588836421725633664,G,False,5747.8228,4.4796,0.83,baseline_mlp_small,0.1669007062371617,0.1669007062371617,False
6594898613443766144,G,False,5212.385,4.6594,0.6437,baseline_mlp_small,0.028432675382261404,0.028432675382261404,False
6598034386246608256,G,False,5584.009,4.5685,0.7352,baseline_mlp_small,0.06515640125991772,0.06515640125991772,False
6611282882886108544,G,False,5602.9673,4.3598,1.0401,baseline_mlp_small,0.7466649962313967,0.7466649962313967,True
6620958104174107136,G,False,5852.445,4.3939,0.9325,baseline_mlp_small,0.4274744156395328,0.4274744156395328,False
6631994482203554560,G,False,5514.987,4.733,0.5804,baseline_mlp_small,0.0021022883184258355,0.0021022883184258355,False
6634859740787408768,G,False,5515.02,4.7589,0.5624,baseline_mlp_small,0.001444743493511951,0.001444743493511951,False
6635704925928256768,G,False,5743.312,4.6883,0.651,baseline_mlp_small,0.0020928706483299155,0.0020928706483299155,False
6637133466409975552,G,False,5753.5938,4.5129,0.8033,baseline_mlp_small,0.08313855631327888,0.08313855631327888,False
6637265545245506560,G,False,5204.099,4.4696,0.8554,baseline_mlp_small,0.42958499952963203,0.42958499952963203,False
6638077672020816000,G,False,5898.223,4.1542,1.2737,baseline_mlp_small,0.7257097113469942,0.7257097113469942,True
6638475798307780480,G,False,5578.7754,4.1266,1.75,baseline_mlp_small,0.7240565847458281,0.7240565847458281,True
6638533557028084736,G,False,5226.623,4.7231,0.5585,baseline_mlp_small,0.003024359303633642,0.003024359303633642,False
6639641589870971264,G,False,5559.85,4.5187,0.7937,baseline_mlp_small,0.31400598868004276,0.31400598868004276,False
6641700631551819264,G,False,5211.309,4.748,0.5333,baseline_mlp_small,0.00181850670777866,0.00181850670777866,False
664186494413607680,G,False,5346.802,4.575,0.7295,baseline_mlp_small,0.21373358933177503,0.21373358933177503,False
6642215065555158400,G,False,5777.3257,4.1058,1.3745,baseline_mlp_small,0.6542502761944679,0.6542502761944679,True
6642693039579090560,G,False,5546.4756,4.7537,0.5694,baseline_mlp_small,0.0013849281971382674,0.0013849281971382674,False
6646191277558007936,G,False,5428.4683,4.6475,0.7033,baseline_mlp_small,0.10290635753308472,0.10290635753308472,False
6647446267006160640,G,False,5629.276,4.4643,0.872,baseline_mlp_small,0.6723112137541756,0.6723112137541756,True
6649049419381114240,G,False,5695.602,4.7434,0.5845,baseline_mlp_small,0.0007840702423639417,0.0007840702423639417,False
6649165795814406784,G,False,5500.706,4.6941,0.6004,baseline_mlp_small,0.003491306817897941,0.003491306817897941,False
664968659497052160,G,False,5786.9595,4.273,1.2727,baseline_mlp_small,0.8093888112742775,0.8093888112742775,True
6653226326612274304,G,False,5744.5547,4.6711,0.6263,baseline_mlp_small,0.0013038187895305212,0.0013038187895305212,False
6653260651991906432,G,False,5285.7036,4.706,0.6135,baseline_mlp_small,0.012214454111766958,0.012214454111766958,False
6655048256038945024,G,False,5440.4556,4.2115,1.4532,baseline_mlp_small,0.5712493883489012,0.5712493883489012,True
6661771426043548160,G,False,5654.4067,4.7257,0.6048,baseline_mlp_small,0.0015115292377229782,0.0015115292377229782,False
