source_id,spec_class,is_host,teff_gspphot,logg_gspphot,radius_gspphot,model_name,model_score,rf_positive_proba,rf_predicted_is_host
4039238797211461504,F,False,6345.532,4.1215,1.5732,baseline_random_forest,0.48152481267352537,0.48152481267352537,False
4040018282124151424,F,False,6728.7334,4.1752,1.6046,baseline_random_forest,0.17207062497079087,0.17207062497079087,False
4041222964620067328,F,False,7130.709,4.0951,1.8745,baseline_random_forest,0.031591041311939586,0.031591041311939586,False
4041398027485963648,F,False,7033.7983,4.1718,1.7064,baseline_random_forest,0.05443289803317266,0.05443289803317266,False
4041693005845810816,F,False,7365.4683,4.1076,1.7027,baseline_random_forest,0.1415136988917299,0.1415136988917299,False
4042912707868493440,F,False,6399.5156,4.0351,1.9444,baseline_random_forest,0.5128747438538428,0.5128747438538428,True
4043251361749016960,F,False,6027.501,4.0653,1.8675,baseline_random_forest,0.32472256082394274,0.32472256082394274,False
4044159523970602752,F,False,7288.6094,4.0498,2.0137,baseline_random_forest,0.24628185332638775,0.24628185332638775,False
4044231537667527040,F,False,6290.685,4.1105,1.6749,baseline_random_forest,0.41567250542779066,0.41567250542779066,False
4044869872889192576,F,False,6249.8535,4.4922,0.8831,baseline_random_forest,0.029124931733121317,0.029124931733121317,False
404634989289525504,F,False,6098.008,4.4454,0.8955,baseline_random_forest,0.004190304553280959,0.004190304553280959,False
4046484613134577152,F,False,6075.156,4.1045,1.6701,baseline_random_forest,0.6425872095149872,0.6425872095149872,True
