source_id,predicted_spec_class,predicted_evolution_stage,router_label,gauss_label,model_score,host_posterior,host_log_lr,similarity,rf_positive_proba,mlp_positive_proba,final_score,priority_tier,reason_code,router_similarity,router_log_posterior,posterior_margin,ra,dec,teff_gspphot,logg_gspphot,radius_gspphot
2038529879713835008,K,dwarf,K_dwarf,,0.8287807109695948,,,,,0.8287807109695948,0.6407649001802175,HIGH,HOST_SCORING,0.5717308169754869,4.849884983301852,6.794532601762812,290.58386,29.17175,4708.0684,4.564,0.7513
1920429553361321344,K,dwarf,K_dwarf,,0.8475290794427977,,,,,0.8475290794427977,0.6400963372491728,HIGH,HOST_SCORING,0.44426988143224544,4.3480860766041864,3.470511839353082,355.38574,40.390972,4892.4707,4.5192,0.8505
1865964622110670976,K,dwarf,K_dwarf,,0.7857604292012379,,,,,0.7857604292012379,0.6394780292982741,HIGH,HOST_SCORING,0.5477191178009885,4.78950728186701,8.207476175158174,313.19012,33.00125,4635.3813,4.5629,0.7717
2049552969119870464,K,dwarf,K_dwarf,,0.8464130610316105,,,,,0.8464130610316105,0.6392534643441238,HIGH,HOST_SCORING,0.5348664575257798,4.752317250985595,6.2780890581434665,288.97375,34.71457,4732.8164,4.5594,0.7871
472736093813153408,K,dwarf,K_dwarf,,0.8014096695897897,,,,,0.8014096695897897,0.6388904670108935,HIGH,HOST_SCORING,0.6214173363508687,4.944864314634437,7.377393976350671,68.143394,62.639107,4674.8906,4.5876,0.7157
2009812976760907136,K,dwarf,K_dwarf,,0.7610765864662863,,,,,0.7610765864662863,0.6386701021429585,HIGH,HOST_SCORING,0.4886701086039359,4.582996148669581,6.267141224200124,344.80133,56.58731,4737.846,4.5259,0.831
1410965549228854784,K,dwarf,K_dwarf,,0.8450233468972912,,,,,0.8450233468972912,0.6382038827441792,HIGH,HOST_SCORING,0.4316812417014358,4.263823704814195,3.1049457879252658,246.17868,47.8946,4914.6494,4.5124,0.8609
209682025675364608,K,dwarf,K_dwarf,,0.7584934753882464,,,,,0.7584934753882464,0.63650244142997,HIGH,HOST_SCORING,0.5720533081048673,4.850623106681828,9.005829284794363,86.257095,46.8747,4557.708,4.5997,0.7305
377813262121626240,K,dwarf,K_dwarf,,0.8840542836267596,,,,,0.8840542836267596,0.6342978978236546,HIGH,HOST_SCORING,0.47774832354967045,4.532950587672275,3.6363519945426606,14.330791,45.582264,4881.9053,4.5437,0.8035
1166088057566740096,K,dwarf,K_dwarf,,0.8390568378694647,,,,,0.8390568378694647,0.6336976768009133,HIGH,HOST_SCORING,0.4763545148698162,4.52623677412584,4.695785335195831,233.85353,10.750924,4820.8203,4.5328,0.8319
326859075789951872,K,dwarf,K_dwarf,,0.7898686775010182,,,,,0.7898686775010182,0.6296898919427908,HIGH,HOST_SCORING,0.5974553868650312,4.903461825203923,8.47382021126625,36.170643,34.402794,4623.203,4.576,0.7224
1844577269816440064,K,dwarf,K_dwarf,,0.8824259230133717,,,,,0.8824259230133717,0.6294270573360795,HIGH,HOST_SCORING,0.49146738515447946,4.595115698474679,3.4435051575381856,313.8787,25.69044,4894.6763,4.5534,0.764
1065881591467674752,K,dwarf,K_dwarf,,0.8307267306158154,,,,,0.8307267306158154,0.6274063632975945,HIGH,HOST_SCORING,0.5665754097734313,4.837836616806829,5.073401422361718,155.17534,66.30947,4788.675,4.6205,0.7436
470543495831169536,K,dwarf,K_dwarf,,0.7472966147530459,,,,,0.7472966147530459,0.6271064092135976,HIGH,HOST_SCORING,0.5783443737421373,4.864667386201024,9.070451708584478,62.727615,59.67856,4551.572,4.6034,0.7227
