source_id,predicted_spec_class,predicted_evolution_stage,router_label,gauss_label,model_score,host_posterior,host_log_lr,similarity,rf_positive_proba,mlp_positive_proba,final_score,priority_tier,reason_code,router_similarity,router_log_posterior,posterior_margin,ra,dec,teff_gspphot,logg_gspphot,radius_gspphot
1809920766401022976,K,dwarf,K_dwarf,,0.8021627109301084,,,,,0.8021627109301084,0.7315723923682588,HIGH,HOST_SCORING,0.42347279999456705,4.2037001531348235,3.5169665858550316,304.03195,17.351519,4890.508,4.4992,0.8848
1992755119001227008,K,dwarf,K_dwarf,,0.7700354593847915,,,,,0.7700354593847915,0.7315336864155518,HIGH,HOST_SCORING,0.5327181535283285,4.745732129725402,8.583562132273926,351.85825,53.44222,4560.088,4.5753,0.7646
765420832083471488,K,dwarf,K_dwarf,,0.9004424639596121,,,,,0.9004424639596121,0.7313843913511949,HIGH,HOST_SCORING,0.4684071956634247,4.486448663572515,3.0735799164577284,167.61334,40.17344,4915.559,4.5465,0.7963
1942489673624988288,K,dwarf,K_dwarf,,0.8099031095304241,,,,,0.8099031095304241,0.7309375563512076,HIGH,HOST_SCORING,0.5701572043810668,4.846257261506711,7.446745980423588,347.62326,47.86581,4674.3745,4.5645,0.7548
1076937868079755648,K,dwarf,K_dwarf,,0.8996972650686683,,,,,0.8996972650686683,0.7307791035520258,HIGH,HOST_SCORING,0.4248908968845248,4.2143990336084,1.4358831294378915,159.7919,71.275,5021.2666,4.5431,0.7811
1816493440755009536,K,dwarf,K_dwarf,,0.8009067418848811,,,,,0.8009067418848811,0.7304269485990115,HIGH,HOST_SCORING,0.5077813407406624,4.6606202878437575,6.818049901551598,304.5314,19.944084,4705.5977,4.5458,0.8139
533329389348201344,K,dwarf,K_dwarf,,0.8413813775409418,,,,,0.8413813775409418,0.7289728255014718,HIGH,HOST_SCORING,0.47007847226072763,4.495033958591804,4.102789642099323,18.227007,70.66341,4856.2896,4.5279,0.8261
426467167054408960,K,dwarf,K_dwarf,,0.8958461820534848,,,,,0.8958461820534848,0.727651061372943,HIGH,HOST_SCORING,0.36469092653409013,3.613076063712,0.037482739080611616,14.661228,60.28821,5118.632,4.4945,0.8651
1371930549980274944,K,dwarf,K_dwarf,,0.8939181150857444,,,,,0.8939181150857444,0.7260849889783958,HIGH,HOST_SCORING,0.4854806257906211,4.568838241683949,3.2394291457495803,240.37122,34.61471,4906.1284,4.555,0.7685
1920429553361321344,K,dwarf,K_dwarf,,0.8475290794427977,,,,,0.8475290794427977,0.7246373629235919,HIGH,HOST_SCORING,0.44426988143224544,4.3480860766041864,3.470511839353082,355.38574,40.390972,4892.4707,4.5192,0.8505
2049552969119870464,K,dwarf,K_dwarf,,0.8464130610316105,,,,,0.8464130610316105,0.723683167182027,HIGH,HOST_SCORING,0.5348664575257798,4.752317250985595,6.2780890581434665,288.97375,34.71457,4732.8164,4.5594,0.7871
472736093813153408,K,dwarf,K_dwarf,,0.8014096695897897,,,,,0.8014096695897897,0.7232722268047851,HIGH,HOST_SCORING,0.6214173363508687,4.944864314634437,7.377393976350671,68.143394,62.639107,4674.8906,4.5876,0.7157
2009812976760907136,K,dwarf,K_dwarf,,0.7610765864662863,,,,,0.7610765864662863,0.7230227571429719,HIGH,HOST_SCORING,0.4886701086039359,4.582996148669581,6.267141224200124,344.80133,56.58731,4737.846,4.5259,0.831
1410965549228854784,K,dwarf,K_dwarf,,0.8450233468972912,,,,,0.8450233468972912,0.722494961597184,HIGH,HOST_SCORING,0.4316812417014358,4.263823704814195,3.1049457879252658,246.17868,47.8946,4914.6494,4.5124,0.8609
1990975215833080192,K,dwarf,K_dwarf,,0.8317671846760466,,,,,0.8317671846760466,0.7206430888033267,HIGH,HOST_SCORING,0.5905848965415511,4.890153021877595,7.970657599463689,347.10248,49.91981,4645.37,4.5797,0.7391
209682025675364608,K,dwarf,K_dwarf,,0.7584934753882464,,,,,0.7584934753882464,0.7205688016188341,HIGH,HOST_SCORING,0.5720533081048673,4.850623106681828,9.005829284794363,86.257095,46.8747,4557.708,4.5997,0.7305
377813262121626240,K,dwarf,K_dwarf,,0.8840542836267596,,,,,0.8840542836267596,0.7180730918758355,HIGH,HOST_SCORING,0.47774832354967045,4.532950587672275,3.6363519945426606,14.330791,45.582264,4881.9053,4.5437,0.8035
2038529879713835008,K,dwarf,K_dwarf,,0.8287807109695948,,,,,0.8287807109695948,0.7180556079840568,HIGH,HOST_SCORING,0.5717308169754869,4.849884983301852,6.794532601762812,290.58386,29.17175,4708.0684,4.564,0.7513
1166088057566740096,K,dwarf,K_dwarf,,0.8390568378694647,,,,,0.8390568378694647,0.7173935963783923,HIGH,HOST_SCORING,0.4763545148698162,4.52623677412584,4.695785335195831,233.85353,10.750924,4820.8203,4.5328,0.8319
1865964622110670976,K,dwarf,K_dwarf,,0.7857604292012379,,,,,0.7857604292012379,0.7166135114315288,HIGH,HOST_SCORING,0.5477191178009885,4.78950728186701,8.207476175158174,313.19012,33.00125,4635.3813,4.5629,0.7717
326859075789951872,K,dwarf,K_dwarf,,0.7898686775010182,,,,,0.7898686775010182,0.7128564814446688,HIGH,HOST_SCORING,0.5974553868650312,4.903461825203923,8.47382021126625,36.170643,34.402794,4623.203,4.576,0.7224
1844577269816440064,K,dwarf,K_dwarf,,0.8824259230133717,,,,,0.8824259230133717,0.7125589328332976,HIGH,HOST_SCORING,0.49146738515447946,4.595115698474679,3.4435051575381856,313.8787,25.69044,4894.6763,4.5534,0.764
1065881591467674752,K,dwarf,K_dwarf,,0.8307267306158154,,,,,0.8307267306158154,0.7102713546765221,HIGH,HOST_SCORING,0.5665754097734313,4.837836616806829,5.073401422361718,155.17534,66.30947,4788.675,4.6205,0.7436
470543495831169536,K,dwarf,K_dwarf,,0.7472966147530459,,,,,0.7472966147530459,0.7099317840153936,HIGH,HOST_SCORING,0.5783443737421373,4.864667386201024,9.070451708584478,62.727615,59.67856,4551.572,4.6034,0.7227
811756691620473472,K,dwarf,K_dwarf,,0.8738659981611646,,,,,0.8738659981611646,0.709797657006406,HIGH,HOST_SCORING,0.48122486670947945,4.549366567379474,2.753006938632075,141.87373,39.72098,4933.9624,4.5694,0.7535
