source_id,ra,dec,parallax,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,radius_gspphot,mh_gspphot
6037804796401837184,246.57351527079481,-30.229047358979376,0.33685299415500974,11.802703,1.0402641,14.703864,15.559876,13.796423,1.7634535,4745.3223,3.2068,4.2007,0.1363
4780709375417041920,66.53905158131217,-52.936613575804806,2.0192371850039086,64.002075,1.0395917,16.001669,16.772505,15.140021,1.6324835,4330.8516,4.6596,0.6325,0.0681
1829079206759118848,305.31107786542145,21.355603078109773,0.6518836042425415,19.720966,1.0347011,15.802394,16.227106,15.206144,1.0209618,5467.1445,4.5491,0.749,-0.4935
1864480972915658880,309.18754858393584,35.43539671493957,0.40363541197080827,16.983122,1.1538423,15.042183,16.065954,14.041611,2.0243435,6074.0586,3.0418,7.5974,-0.0923
4035374082503457920,270.63720958892884,-40.69958978306073,2.4237636206848614,100.07032,0.89150447,14.459696,14.980435,13.747609,1.2328262,4880.343,4.6145,0.7007,-0.0986
4472018771508483840,272.4992760919925,6.5918072622235035,0.4567332679126812,14.252563,1.0821143,15.386641,16.01738,14.622772,1.3946075,4800.356,3.4673,3.0368,0.1555
5007431490562137216,9.854716332260722,-31.67806396801351,1.4923006254570963,46.10501,1.1817906,15.117319,15.7328205,14.344372,1.3884487,4314.113,4.1746,1.1376,-0.7311
4213571554014027392,292.3689721432784,-3.171579019948661,0.8410419594601252,20.449913,1.0318375,15.648343,16.22436,14.926127,1.2982321,5100.6934,4.3531,1.0781,-0.4406
1751949767433432704,306.9607804325145,7.7622394129769114,0.8808554133874363,10.020599,1.0344467,17.410519,18.146742,16.597923,1.5488186,4285.045,4.4783,0.8398,-0.0169
2713733961666552064,345.3160580489668,8.314658097871407,1.6583451316410243,17.774075,1.0756565,17.166388,18.219301,16.140644,2.0786572,3855.3484,4.3943,0.8875,-0.0534
6899746114986307072,309.69070325579264,-13.27105007069939,3.763074423306665,227.3934,0.96997297,10.897947,11.164404,10.469063,0.6953411,6036.505,4.2321,1.3593,-0.2562
1627860676122238336,237.42530020711996,61.94004872056344,1.5309892626033792,35.798008,0.97365946,16.616608,17.371641,15.783313,1.5883284,4349.7373,4.5854,0.7294,0.2626
4042385904325458304,269.14764364295075,-33.97929163746108,0.3236747609477628,11.059757,0.6889617,11.666168,13.37863,10.418041,2.9605885,3746.048,0.7747,173.826,0.5345
