source_id,ra,dec,phot_g_mean_mag,ang_dist_deg
2126933122843445888,289.93107173012254,44.374960916184776,8.563437,0.22254374914013528
2126933122843446144,289.93718479256756,44.36801682797067,8.810657,0.22132090687630818
2126985113426463744,290.314543184086,44.54654791202265,9.4969,0.1101540863010696
2126987037571830912,290.2832210173224,44.62427200993398,9.966987,0.1705298045031661
2126893506065109888,290.1546664743528,44.45612195099319,10.312915,0.04608237667696146
2126989305314512512,290.16400686417035,44.6083625713637,10.363172,0.1534540905499927
2126992054093701888,290.45331403584515,44.61097366512757,10.45402,0.22514349731280778
2126979237911307648,290.5381063467621,44.56354482763366,10.4978285,0.2500070014892503
2126983842118010368,290.38370739230714,44.47802916161368,10.520548,0.11891469961388221
2126986316017358208,290.3944221004549,44.5924651797987,10.568746,0.18217543970473762
2126980509221649664,290.5447738783183,44.602026479520866,10.649163,0.27222107562428166
2126971850569328128,290.4625976126106,44.44617788349822,10.688971,0.1744342685494026
2126972881359676672,290.5576375195818,44.47745338542623,10.805572,0.24229214413955583
2126875093545314688,290.3888213610585,44.2422279170534,10.911046,0.24934080354589572
2126983842110969600,290.3837174169307,44.47784370008089,10.977508,0.1188939798430835
2126993325404032384,290.39448261595106,44.68922723533206,11.206899,0.261095253825756
2126990885862550784,290.2312335066994,44.72811157790283,11.207059,0.2682530658015261
2126881450098459392,290.15222152792415,44.22017599288679,11.320703,0.24453339312877506
2126983635957683584,290.31125945869394,44.47020036261478,11.361583,0.06662890029873464
2126933127143781888,289.9347614329633,44.368505006792816,11.3723135,0.22269470683882578
2126983910835617792,290.36522530592686,44.492828929774085,11.431053,0.10938024148357962
2126885023510111104,290.14299503060624,44.30038213425477,11.458954,0.1686081834250103
2126881828054429568,290.1603183536475,44.24093154307865,11.48235,0.2230510761943717
2126887944087874560,290.15334182571104,44.30240635867076,11.522417,0.1644317595037863
2126967796118237056,290.55902612941827,44.379880004777284,11.569723,0.25573111895181594
2126888901860170880,290.3188395478277,44.3530146536865,11.579129,0.12858098656575973
2126992363331351296,290.4217087994242,44.64800320428962,11.585703,0.23708731243348807
2126895159633002240,290.10634803614295,44.55488904253339,11.586845,0.1243311989564449
2126883752199719552,290.0137813727393,44.21222577337918,11.597879,0.28798820934639363
2126986797053675264,290.3382024579419,44.60382897571743,11.720554,0.16705523088117277
2126973293676548352,290.52324687439966,44.534457132810694,11.824152,0.22943210904081815
2126985319584886400,290.2899624987799,44.556092424793206,11.886918,0.10860398235517589
2126889284117759360,290.35922883718024,44.37538719679251,11.94997,0.13111527870787862
2126986724033718528,290.34247143884704,44.59836609976555,11.964341,0.16399093969208345
2126985830680523264,290.36107627939697,44.564817585891454,11.988115,0.14577832606655058
2126942056374092160,290.0550371121717,44.56901620539637,11.989669,0.1598568548893222
2126972537762252928,290.5061163476661,44.44192319502018,12.010232,0.20575354170895638
2127037374589034112,289.9943647206693,44.70675522715179,12.15889,0.29408397840681433
2126882961925744640,290.0445373710716,44.204388425491395,12.175461,0.2844477136807054
2126890452348855424,290.2581961021495,44.43712657724268,12.197434,0.0361406417749035
2126890379328919040,290.28409099760216,44.41575045774768,12.249469,0.06417168447428973
2126992157172922112,290.4364197575566,44.6355352873561,12.254429,0.23413953033147072
2126932989704818304,289.92308888538867,44.35334303738273,12.294195,0.23677838544584515
2126934359794026240,289.902611888064,44.42940037923584,12.305554,0.22794098043546357
2127036820532252928,290.09716827827117,44.70394868439955,12.323377,0.2589221663769839
2126989541532262400,290.16784805460014,44.65388198494686,12.33321,0.19727826078760843
2127036927912452224,290.0460599672244,44.697849810052645,12.345412,0.26785511177998067
2126940102170721664,289.9840504376935,44.48553596277452,12.367317,0.169589630338941
2126933191562922368,289.9086369960556,44.39050463308935,12.368457,0.2322892962616243
2126975870656961280,290.63092746011864,44.502905797599695,12.406323,0.29701589829959985
2126931301777313408,289.8918657093907,44.29523924293363,12.41123,0.28603618459275476
2126880861681397632,290.22798756944206,44.21412880118812,12.417564,0.24595521725501684
2126974083950536704,290.5115409075337,44.555983099680624,12.423023,0.2296467195328154
2126974152670008960,290.5032139339334,44.55675026997229,12.434892,0.22459383568158067
2126972155507907968,290.4323898569326,44.474460598118824,12.47136,0.15297091101223612
2126874646868692224,290.3540816503503,44.20861851699176,12.491806,0.26931041637571357
2126877666225723904,290.38117732552917,44.38418533619537,12.493207,0.13843360375637076
2126891208263019008,290.10740558785096,44.34435670084937,12.522797,0.140463331827926
2126890555428075776,290.26657977184186,44.45255113886159,12.526476,0.034769021334322116
2126970609319683968,290.53529035286186,44.36203622727725,12.534461,0.24626182105779254
2126892440913220992,290.035917759067,44.426816741985995,12.538039,0.1348564761953438
2126873066320791936,290.5211412392344,44.252924929177276,12.54101,0.29924866168361675
2126941717078469248,290.0371598886336,44.565137523611924,12.566565,0.16693733331701235
2126972915719420672,290.5606866699215,44.48650092288409,12.570974,0.2452557415309687
2126944289757084416,289.85256790376604,44.57278378481037,12.605226,0.28458654675833034
2126987759126276864,290.20981812706253,44.53900698629514,12.607985,0.07927795192159827
2126991057661201920,290.1743351521611,44.6851099452567,12.608277,0.22734739730078435
2126987209370550784,290.3391646258489,44.63418281502114,12.636153,0.1940967141270401
2126931512236541184,289.8864123104514,44.32607865399453,12.663881,0.2727888173649868
2126891139543554944,290.14225959103806,44.35524059452018,12.686421,0.11823687064295806
2126985353944630400,290.28729116978354,44.570882089885544,12.693139,0.12110374212939858
2126969960781942656,290.6123154979671,44.478058130237294,12.710992,0.28126145755487875
2126892239055176576,290.0703283125473,44.408029215007396,12.7179,0.11819864822674445
2126881896773898880,290.12690691429464,44.25040038952654,12.723083,0.21969975739192354
2127036442575134592,290.0517340689759,44.65408730096742,12.752696,0.22776096668932502
2126979203551563008,290.5451767516267,44.54259243964424,12.761233,0.24686641066673978
2126880556743648128,290.24245545649774,44.196236381763896,12.779843,0.2642967545606669
2126942026316117888,290.0509133582651,44.561072512724934,12.783107,0.15679139167024447
2126986556535486720,290.3275575337601,44.56624278847975,12.800024,0.1314535247688183
2126894300639513472,290.1024271194331,44.48124880011981,12.802043,0.08585846957020826
2126970270019377664,290.50606500280384,44.34747971628872,12.812372,0.23392604126155297
2126880934701244928,290.22395021523533,44.22118066374536,12.824936,0.2388455769113325
2126874848727182720,290.337419718599,44.22396235374094,12.84016,0.2507715729981925
2126974221389467648,290.4718177352371,44.55099503488246,12.850842,0.20196550847064879
2126882858846534016,290.07247415313617,44.19188346666136,12.853677,0.2878782141844447
2127037305869561472,290.01639728455285,44.696536065609735,12.864405,0.27708345402206774
2126883885338371968,290.00886244037946,44.24233222715228,12.892615,0.264495844473141
2126989064796328704,290.1209215995012,44.59295162925903,12.905015,0.15021753932770995
2126881828054425472,290.15187536381893,44.23745883841184,12.907571,0.22765901454873783
2126893613444760960,290.1454498063234,44.47582548592396,12.908356,0.054822402719294984
2126987518608206080,290.33231326297084,44.66368218933741,12.9166,0.21909938625511569
2126939827292814336,290.010263669833,44.4582161743552,12.92415,0.14899629931640715
