source_id,spec_class,evolution_stage,teff_gspphot,logg_gspphot,radius_gspphot,router_label
377231238216192640,F,dwarf,6160.5425,4.4807,0.8683,F_dwarf
6413417416053462912,F,dwarf,6088.7417,4.3283,0.9933,F_dwarf
6068969938094715648,F,dwarf,6672.7163,4.0464,1.716,F_dwarf
5337469250227215872,F,dwarf,7461.7407,4.1738,1.5384,F_dwarf
3326971930515503360,F,dwarf,6009.857,4.4769,0.8743,F_dwarf
5864334125421782144,F,dwarf,7199.5884,4.4963,0.9687,F_dwarf
5929122641872284416,F,dwarf,6284.624,4.257,1.3022,F_dwarf
5354033324156612736,F,dwarf,6666.9385,4.0138,1.7837,F_dwarf
5964527255547540096,F,dwarf,7470.1636,4.2772,1.3768,F_dwarf
5430399491921447168,F,dwarf,6545.8477,4.2114,1.3549,F_dwarf
5303882193617096448,F,dwarf,6078.5854,4.3893,0.9846,F_dwarf
5977772320577604096,F,dwarf,6812.194,4.1866,1.5661,F_dwarf
5715980697887776128,F,dwarf,6524.261,4.177,1.5363,F_dwarf
992811411645282432,F,dwarf,6010.4346,4.4871,0.8015,F_dwarf
2027805694288808064,F,dwarf,6621.912,4.2384,1.4306,F_dwarf
3544220760851524352,F,dwarf,6229.8037,4.607,0.7209,F_dwarf
422923441074957568,F,dwarf,6556.637,4.0106,1.8184,F_dwarf
1814185119159361536,F,dwarf,6007.3203,4.4522,0.92,F_dwarf
3435384262347063552,F,dwarf,6333.317,4.3219,1.1448,F_dwarf
6648896793422274176,F,dwarf,6226.87,4.0509,1.3772,F_dwarf
3378624066210081536,F,dwarf,7462.63,4.342,1.1262,F_dwarf
5351134221230887552,F,dwarf,6299.138,4.253,1.309,F_dwarf
5764749364331774336,F,dwarf,6511.716,4.2773,1.2751,F_dwarf
4777785739638297216,F,dwarf,6428.5195,4.2224,1.3834,F_dwarf
486226929686805632,F,dwarf,6026.1777,4.2207,1.1541,F_dwarf
6055384372428763520,F,dwarf,6340.389,4.041,1.7547,F_dwarf
5835341962288517376,F,dwarf,6689.702,4.3362,1.3073,F_dwarf
6845596782226830080,F,dwarf,6256.8843,4.2399,1.2818,F_dwarf
6063052847584986240,F,dwarf,6005.593,4.483,0.8656,F_dwarf
5877560764876542336,F,dwarf,6307.034,4.4321,1.0901,F_dwarf
6724183004598143744,F,dwarf,6045.373,4.0615,1.7711,F_dwarf
3342741199297753344,F,dwarf,7163.1567,4.3522,1.2807,F_dwarf
1993731382248411776,F,dwarf,6505.377,4.3218,1.0914,F_dwarf
4042912707868493440,F,dwarf,6399.5156,4.0351,1.9444,F_dwarf
6119640239960394752,F,dwarf,6138.6494,4.6968,0.6521,F_dwarf
3371871694723997952,F,dwarf,6882.0,4.0523,1.6513,F_dwarf
5963856970113430272,F,dwarf,7141.177,4.318,1.3773,F_dwarf
5825482259190313472,F,dwarf,6614.8633,4.2075,1.359,F_dwarf
3454362481580958976,F,dwarf,7269.496,4.4987,0.9696,F_dwarf
3312946083450688640,F,dwarf,6040.264,4.2652,1.09,F_dwarf
4715666936146127872,F,dwarf,6276.0317,4.6077,0.753,F_dwarf
945587700765498752,F,dwarf,6342.875,4.4687,0.9888,F_dwarf
5408714580002197248,F,dwarf,6379.287,4.2582,1.296,F_dwarf
5659566542965979392,F,dwarf,6206.8975,4.2529,1.2947,F_dwarf
3054864556657463936,F,dwarf,7478.9697,4.3151,1.2947,F_dwarf
5853452258808294144,F,dwarf,7114.5015,4.316,1.3807,F_dwarf
5622993590776957440,F,dwarf,6016.7666,4.2819,1.1378,F_dwarf
5938013769595954176,F,dwarf,6088.4976,4.1526,1.2447,F_dwarf
2167479095898285184,F,dwarf,7174.7314,4.2373,1.3199,F_dwarf
487613482570049152,F,dwarf,7199.5054,4.3382,1.3217,F_dwarf
4520785681311767296,F,dwarf,6714.8438,4.325,1.2391,F_dwarf
4862121953684918912,F,dwarf,6055.9224,4.5951,0.7447,F_dwarf
6057942558066951168,F,dwarf,6028.153,4.4769,0.8127,F_dwarf
6756101307436355840,F,dwarf,6163.888,4.6991,0.6517,F_dwarf
4313851893577456896,F,dwarf,7183.5317,4.3461,1.2958,F_dwarf
6631095189071023104,F,dwarf,6564.132,4.3463,1.1014,F_dwarf
4157349156496466816,F,dwarf,6011.5566,4.1153,1.5309,F_dwarf
2183009590248597120,F,dwarf,7171.053,4.2067,1.5375,F_dwarf
6023046807737899008,F,dwarf,6010.253,4.4087,0.9133,F_dwarf
2072618489705451648,F,dwarf,6050.2734,4.4233,0.9343,F_dwarf
6768058530747441408,F,dwarf,6241.4976,4.3285,1.1527,F_dwarf
4292241267423626112,F,dwarf,6049.9414,4.328,1.0021,F_dwarf
6667464246278014336,F,dwarf,6068.736,4.1565,1.3525,F_dwarf
5860728753682865408,F,dwarf,6050.951,4.4781,0.8306,F_dwarf
5334616258079406208,F,dwarf,6803.624,4.2723,1.3005,F_dwarf
4211448534499861248,F,dwarf,6364.5425,4.2631,1.3313,F_dwarf
4153650261946675840,F,dwarf,6551.7183,4.3798,1.1994,F_dwarf
4445883173949123584,F,dwarf,6040.622,4.1121,1.5397,F_dwarf
5593367421769310720,F,dwarf,6194.6597,4.6423,0.7221,F_dwarf
3048633761701395968,F,dwarf,6232.4683,4.475,1.0039,F_dwarf
5873073902786977792,F,dwarf,6583.544,4.0839,1.7525,F_dwarf
3715412517976238848,F,dwarf,6155.431,4.5066,0.7768,F_dwarf
5436316479384962432,F,dwarf,6029.1357,4.4722,0.8764,F_dwarf
6038900940777328128,F,dwarf,6307.1797,4.093,1.6268,F_dwarf
278454347692325120,F,dwarf,7408.422,4.1347,1.5152,F_dwarf
1805821954542713088,F,dwarf,6004.1753,4.434,1.0978,F_dwarf
5824584718430246400,F,dwarf,6011.1504,4.4218,0.9352,F_dwarf
5934195273186940032,F,dwarf,6875.769,4.1541,1.5861,F_dwarf
6735851743533277440,F,dwarf,7353.9897,4.2819,1.4231,F_dwarf
6090719171444946304,F,dwarf,7152.955,4.3576,1.2515,F_dwarf
5935293788310371840,F,dwarf,6709.9536,4.1166,1.7017,F_dwarf
3853113876770015232,F,dwarf,6076.5835,4.6341,0.6839,F_dwarf
2056572835466410624,F,dwarf,6413.464,4.0784,1.5969,F_dwarf
3126561510878487040,F,dwarf,7174.597,4.3296,1.3441,F_dwarf
306159321992254592,F,dwarf,6087.411,4.6555,0.6712,F_dwarf
5973249475134992128,F,dwarf,6684.5737,4.3471,1.2661,F_dwarf
2021753703093949184,F,dwarf,6344.226,4.4214,1.1119,F_dwarf
5700568328005875712,F,dwarf,7011.2373,4.458,1.0323,F_dwarf
5714547484478633216,F,dwarf,6164.768,4.3691,1.0268,F_dwarf
865136125724083712,F,dwarf,6342.9097,4.4632,0.9403,F_dwarf
2032963846954325504,F,dwarf,7205.152,4.3372,1.325,F_dwarf
2060295335187542400,F,dwarf,7305.6626,4.3365,1.339,F_dwarf
5852205614445403136,F,dwarf,6143.4873,4.3539,0.9538,F_dwarf
2185114059805875456,F,dwarf,6726.296,4.1769,1.4746,F_dwarf
5595860117714162048,F,dwarf,6653.9253,4.2528,1.2667,F_dwarf
6568789438533401600,F,dwarf,6635.005,4.1341,1.4948,F_dwarf
5715820753305561856,F,dwarf,6678.0596,4.3669,1.105,F_dwarf
5259292839578013184,F,dwarf,7142.431,4.1287,1.6788,F_dwarf
909822786536749696,F,dwarf,6605.352,4.2446,1.3384,F_dwarf
5391013679741790336,F,dwarf,6322.8394,4.2035,1.3496,F_dwarf
1516071503563935872,F,dwarf,6348.5464,4.5956,0.7814,F_dwarf
3144969495891421952,F,dwarf,6276.852,4.6835,0.6735,F_dwarf
2188947674594471168,F,dwarf,6068.1094,4.4118,0.8885,F_dwarf
1976013160384750976,F,dwarf,6329.5977,4.4862,0.8793,F_dwarf
5967507898442186752,F,dwarf,6010.3027,4.3404,1.0016,F_dwarf
3419106542452972032,F,dwarf,6906.5938,4.3585,1.2503,F_dwarf
3109358414514335104,F,dwarf,7040.7173,4.3894,1.1741,F_dwarf
5981200971429026560,F,dwarf,7146.977,4.1812,1.6423,F_dwarf
5529873339681854336,F,dwarf,6401.009,4.1395,1.5034,F_dwarf
5541430787440946176,F,dwarf,6039.5146,4.3785,0.9665,F_dwarf
6819743037607419392,F,dwarf,6008.8706,4.3393,1.0595,F_dwarf
1835796157663891840,F,dwarf,6322.7803,4.0465,1.8728,F_dwarf
3033398207035953536,F,dwarf,6023.879,4.35,1.0785,F_dwarf
4656954462655441408,F,dwarf,7370.4395,4.1845,1.3023,F_dwarf
5238129371053100544,F,dwarf,6661.692,4.0844,1.6081,F_dwarf
5251266988817572224,F,dwarf,6278.072,4.4693,1.0157,F_dwarf
2035156925972847360,F,dwarf,6272.5806,4.5474,0.7691,F_dwarf
242665897042813312,F,dwarf,7202.387,4.1692,1.5981,F_dwarf
5626535839287730688,F,dwarf,6032.036,4.2668,1.2663,F_dwarf
5429292455511687296,F,dwarf,7104.319,4.3467,1.2746,F_dwarf
2049133883399732736,F,dwarf,6648.649,4.3929,1.1125,F_dwarf
3372744874457441792,F,dwarf,6376.9585,4.5913,0.7926,F_dwarf
5895904986842703616,F,dwarf,6009.392,4.0671,1.7052,F_dwarf
4317637748299527936,F,dwarf,6339.637,4.3213,1.2156,F_dwarf
6388512790488055040,F,dwarf,6056.4478,4.2314,1.2864,F_dwarf
5858432148772358656,F,dwarf,6035.445,4.4945,0.833,F_dwarf
4048199950012910848,F,dwarf,7403.966,4.3774,1.0426,F_dwarf
3842634710619392000,F,dwarf,6023.813,4.0974,1.4094,F_dwarf
2936348507533223680,F,dwarf,6595.54,4.3736,1.0254,F_dwarf
511858572961412608,F,dwarf,6680.707,4.0578,1.6877,F_dwarf
1831229507906311296,F,dwarf,6497.96,4.4295,1.0839,F_dwarf
3105409617281982592,F,dwarf,6413.07,4.3352,0.9673,F_dwarf
5560852423385356160,F,dwarf,6044.45,4.4571,0.9076,F_dwarf
2681339939635262848,F,dwarf,7182.057,4.5862,0.8383,F_dwarf
2282959668276540672,F,dwarf,6025.566,4.3346,1.1046,F_dwarf
2001812311686041472,F,dwarf,6377.7637,4.4644,0.886,F_dwarf
4294350646106528896,F,dwarf,6463.7266,4.0414,1.7402,F_dwarf
5328609144971939840,F,dwarf,6302.628,4.4409,0.8512,F_dwarf
368869314848290816,F,dwarf,6329.1704,4.332,1.1405,F_dwarf
207003473616866688,F,dwarf,6802.8247,4.3378,1.3033,F_dwarf
4765651838551917312,F,dwarf,6169.986,4.1184,1.3764,F_dwarf
1678967591488182272,F,dwarf,6192.4463,4.3646,0.9348,F_dwarf
2877125684522252928,F,dwarf,6012.405,4.3685,1.0563,F_dwarf
283540482321253504,F,dwarf,6774.5566,4.2803,1.3538,F_dwarf
3155872875965216128,F,dwarf,6050.1304,4.1236,1.6514,F_dwarf
4491552592000653568,F,dwarf,6180.685,4.1683,1.3722,F_dwarf
6029853918693508224,F,dwarf,7044.8193,4.55,0.8555,F_dwarf
4595152803817548032,F,dwarf,7079.06,4.0824,1.8658,F_dwarf
6470290617073926912,F,dwarf,6050.6255,4.2448,1.2959,F_dwarf
510246036083471360,F,dwarf,7141.808,4.3548,1.2711,F_dwarf
3131933999570740992,F,dwarf,6162.3623,4.2445,1.1201,F_dwarf
196606083641581952,F,dwarf,6589.7925,4.2941,1.2671,F_dwarf
5974700285061184640,F,dwarf,6512.545,4.0541,1.7146,F_dwarf
5647246171584527232,F,dwarf,6544.015,4.061,1.6596,F_dwarf
396643631399984896,F,dwarf,6325.537,4.2682,1.1923,F_dwarf
5241936013433212800,F,dwarf,6040.5557,4.4837,0.8078,F_dwarf
4041875391689022464,F,dwarf,6743.266,4.3214,1.3199,F_dwarf
5358875916942905216,F,dwarf,7102.2637,4.0847,1.7896,F_dwarf
478547803041508864,F,dwarf,6064.5327,4.0382,1.4893,F_dwarf
5644430219231950720,F,dwarf,7259.1157,4.1075,1.6099,F_dwarf
2925458459038750336,F,dwarf,6292.2324,4.6091,0.7667,F_dwarf
1858820961929170432,F,dwarf,6349.899,4.4798,0.9237,F_dwarf
3372326377142049024,F,dwarf,7483.1914,4.1709,1.6049,F_dwarf
4109847166188182400,F,dwarf,6710.7935,4.3086,1.3307,F_dwarf
5266001956445348096,F,dwarf,6133.502,4.3023,1.1312,F_dwarf
3485805112520529920,F,dwarf,6062.7983,4.71,0.6356,F_dwarf
1830651577112592128,F,dwarf,6318.557,4.1539,1.5344,F_dwarf
3066736322996614656,F,dwarf,6152.4243,4.5587,0.8538,F_dwarf
6077521217981068288,F,dwarf,6227.0923,4.1694,1.4906,F_dwarf
866154372274052608,F,dwarf,6073.7417,4.5199,0.7777,F_dwarf
5327014475142253184,F,dwarf,7108.275,4.254,1.4605,F_dwarf
1962303006300895104,F,dwarf,6449.5234,4.2415,1.3434,F_dwarf
6019757786195592960,F,dwarf,6058.829,4.477,0.8137,F_dwarf
2922137281087225344,F,dwarf,6012.8105,4.0874,1.6998,F_dwarf
3377443538617875840,F,dwarf,6426.4023,4.1494,1.471,F_dwarf
2511159350954580096,F,dwarf,6080.1606,4.7092,0.6371,F_dwarf
505629770870146816,F,dwarf,7173.983,4.1001,1.6834,F_dwarf
5835710779737790976,F,dwarf,6009.59,4.211,1.1784,F_dwarf
2045440761296424064,F,dwarf,6319.2407,4.2745,1.2634,F_dwarf
4064862537706423680,F,dwarf,6008.1978,4.4858,0.7962,F_dwarf
4111763649272034048,F,dwarf,7400.1826,4.3396,1.168,F_dwarf
4251956020452090624,F,dwarf,6106.795,4.3297,1.0213,F_dwarf
1979731541224135168,F,dwarf,7065.2075,4.3881,1.0601,F_dwarf
6888965747072056832,F,dwarf,6582.102,4.3499,1.1094,F_dwarf
6024163396169281664,F,dwarf,6058.4766,4.0019,1.4729,F_dwarf
6239601803274769024,F,dwarf,6230.1455,4.2132,1.4227,F_dwarf
243403841142385920,F,dwarf,7051.7456,4.0291,1.7477,F_dwarf
5914609981715712256,F,dwarf,6027.577,4.2389,1.3478,F_dwarf
4317584147112126208,F,dwarf,7496.3574,4.2363,1.445,F_dwarf
406067236325152640,F,dwarf,6487.6875,4.4346,1.0473,F_dwarf
1873485973137990784,F,dwarf,6356.0547,4.0556,1.7041,F_dwarf
2247973723677827968,F,dwarf,6350.049,4.1834,1.2828,F_dwarf
2163819160974822272,F,dwarf,6297.824,4.2918,1.276,F_dwarf
4549609004971361792,F,dwarf,6384.4756,4.2939,1.1587,F_dwarf
4249196589741007104,F,dwarf,6273.6826,4.4026,1.0459,F_dwarf
5971979848439449984,F,dwarf,7233.191,4.1088,1.6647,F_dwarf
3096099438149808384,F,dwarf,6216.883,4.4781,0.8846,F_dwarf
5797193650377913856,F,dwarf,6940.162,4.2077,1.4348,F_dwarf
2524175923655461632,F,dwarf,6125.7725,4.43,0.9335,F_dwarf
343828143682968192,F,dwarf,6107.408,4.6643,0.6861,F_dwarf
3332291062831520512,F,dwarf,6182.9453,4.2703,1.1482,F_dwarf
2927755858530680704,F,dwarf,7326.1377,4.4506,1.0727,F_dwarf
5850685406503512064,F,dwarf,6913.3994,4.1287,1.4116,F_dwarf
3006867884804544000,F,dwarf,6294.133,4.4785,0.8709,F_dwarf
4309438728760492032,F,dwarf,6036.326,4.2734,1.0806,F_dwarf
961912940177386752,F,dwarf,7262.4517,4.1047,1.6873,F_dwarf
5890772088600769664,F,dwarf,6921.2524,4.2831,1.4416,F_dwarf
3288367222567339264,F,dwarf,6968.574,4.1055,1.6404,F_dwarf
1964980836813553408,F,dwarf,6576.0093,4.3507,1.0855,F_dwarf
3328149030730992384,F,dwarf,7496.077,4.1363,1.5874,F_dwarf
6059464140371345536,F,dwarf,6286.384,4.4601,0.8474,F_dwarf
3371333689941216512,F,dwarf,6463.1978,4.2857,1.2292,F_dwarf
5253385713393039616,F,dwarf,6623.439,4.1758,1.4625,F_dwarf
6128098065661601408,F,dwarf,6216.8384,4.2079,1.4011,F_dwarf
5239199264587106688,F,dwarf,6033.8213,4.3466,0.9841,F_dwarf
6593529996345292544,F,dwarf,6133.1924,4.1028,1.6063,F_dwarf
5714336103371320448,F,dwarf,6581.322,4.3383,1.1161,F_dwarf
3882136074596363264,F,dwarf,6332.8545,4.4917,0.8587,F_dwarf
4144063894932993920,F,dwarf,7019.6333,4.0057,1.86,F_dwarf
5338775332588225664,F,dwarf,6588.646,4.3611,1.1276,F_dwarf
5854151651287174912,F,dwarf,7449.826,4.0565,1.9242,F_dwarf
4301010731623311104,F,dwarf,6344.268,4.2122,1.2575,F_dwarf
5301997866895143552,F,dwarf,6506.2627,4.1253,1.5427,F_dwarf
2183910506889851520,F,dwarf,6701.8325,4.323,1.2598,F_dwarf
5851602811518606720,F,dwarf,7191.921,4.3379,1.3206,F_dwarf
2060837806721285376,F,dwarf,7090.915,4.3137,1.382,F_dwarf
3355974955610633216,F,dwarf,6512.9097,4.3461,1.0723,F_dwarf
5708240750199561984,F,dwarf,6016.337,4.5231,0.8863,F_dwarf
2089259426369792896,F,dwarf,6217.6436,4.4617,1.0302,F_dwarf
5245393118510727040,F,dwarf,6297.81,4.6087,0.767,F_dwarf
4660525573333920512,F,dwarf,6759.6,4.382,1.0326,F_dwarf
1976418162928539520,F,dwarf,6873.0103,4.2324,1.3878,F_dwarf
5646942809459636224,F,dwarf,7357.2485,4.1376,1.655,F_dwarf
976849977438413440,F,dwarf,6444.6855,4.1065,1.4947,F_dwarf
3157645563587575424,F,dwarf,6052.1567,4.2505,1.3052,F_dwarf
6067364651118695808,F,dwarf,6225.2295,4.4936,0.8609,F_dwarf
5699734279713761152,F,dwarf,6167.6353,4.4933,0.8904,F_dwarf
891903839380204160,F,dwarf,6062.6616,4.202,1.2205,F_dwarf
2013723973975533824,F,dwarf,7176.9453,4.334,1.3315,F_dwarf
2940080524874764672,F,dwarf,6042.652,4.3851,1.0444,F_dwarf
5299709134668488192,F,dwarf,6094.6978,4.2926,1.0423,F_dwarf
5237193652319936384,F,dwarf,6323.7417,4.4651,0.9074,F_dwarf
5448088499407593216,F,dwarf,7209.31,4.3948,1.0164,F_dwarf
5879283325977026688,F,dwarf,7188.538,4.2801,1.4355,F_dwarf
5342051121315203584,F,dwarf,6228.6377,4.1302,1.4088,F_dwarf
2059781657102637312,F,dwarf,7114.0835,4.2491,1.3663,F_dwarf
4724493746773804800,F,dwarf,6371.4717,4.6695,0.6931,F_dwarf
1806607078873938048,F,dwarf,6291.5034,4.4233,1.0887,F_dwarf
6653988532989215744,F,dwarf,6182.633,4.1274,1.4464,F_dwarf
5853736688725722240,F,dwarf,7198.541,4.3485,1.2932,F_dwarf
4064618510476527104,F,dwarf,6007.096,4.1409,1.6322,F_dwarf
3471662614144280320,F,dwarf,6333.0806,4.4758,0.8636,F_dwarf
2568692847360854528,F,dwarf,6259.715,4.6544,0.692,F_dwarf
5951079712949341952,F,dwarf,6091.343,4.2379,1.1193,F_dwarf
2199966297240778112,F,dwarf,7474.8525,4.4137,1.1383,F_dwarf
413562542677279360,F,dwarf,7055.1455,4.2463,1.3975,F_dwarf
4305411492557902336,F,dwarf,6316.799,4.0365,1.8452,F_dwarf
1004464143251644160,F,dwarf,6736.199,4.1955,1.3609,F_dwarf
174113855308642688,F,dwarf,7190.2393,4.2576,1.4551,F_dwarf
6159529594103817216,F,dwarf,6732.007,4.5911,0.7926,F_dwarf
5487896661489627648,F,dwarf,6100.901,4.3195,1.1179,F_dwarf
2045734360935997312,F,dwarf,6142.9746,4.1784,1.3784,F_dwarf
4119839179878172544,F,dwarf,6021.4854,4.4737,0.8656,F_dwarf
5579584631188597248,F,dwarf,7305.7793,4.3366,1.3224,F_dwarf
5644141902358919296,F,dwarf,7391.798,4.0756,1.8253,F_dwarf
510516202401049216,F,dwarf,6796.6953,4.2668,1.412,F_dwarf
1989594504113036800,F,dwarf,6273.3174,4.116,1.6164,F_dwarf
2700898155553825280,F,dwarf,7331.7866,4.4504,1.0728,F_dwarf
5987947166793823744,F,dwarf,6200.522,4.2148,1.3003,F_dwarf
2182649294035723904,F,dwarf,6042.463,4.4907,0.7948,F_dwarf
2193335932879375232,F,dwarf,6307.405,4.2752,1.3253,F_dwarf
1835486679500271360,F,dwarf,6702.3735,4.3582,1.2488,F_dwarf
1268730418661070336,F,dwarf,6373.616,4.5574,0.7723,F_dwarf
4041398027485963648,F,dwarf,7033.7983,4.1718,1.7064,F_dwarf
114786097658033920,F,dwarf,6356.1104,4.5135,0.9058,F_dwarf
2001476994987339136,F,dwarf,6433.1616,4.2374,1.127,F_dwarf
5954352065708664704,F,dwarf,6041.75,4.713,0.6314,F_dwarf
4125004002669365248,F,dwarf,6579.2407,4.1719,1.4587,F_dwarf
1987523127282303744,F,dwarf,7469.3765,4.3962,1.0914,F_dwarf
1458511039057491584,F,dwarf,6047.0425,4.7031,0.639,F_dwarf
4139883620448228608,F,dwarf,7149.862,4.3139,1.3868,F_dwarf
2033000955474514560,F,dwarf,6037.4727,4.3702,1.0472,F_dwarf
1864444826469714432,F,dwarf,6033.987,4.5434,0.7305,F_dwarf
2008171165387174528,F,dwarf,6621.203,4.0411,1.736,F_dwarf
263424058096331520,F,dwarf,6188.2935,4.2312,1.2522,F_dwarf
4521601420163870336,F,dwarf,6006.4697,4.3353,1.1931,F_dwarf
6070095322606529152,F,dwarf,6031.6055,4.299,1.1782,F_dwarf
5992982105407432960,F,dwarf,7434.06,4.2221,1.4034,F_dwarf
5350403698835315584,F,dwarf,6465.3237,4.2084,1.4179,F_dwarf
5601612659468728192,F,dwarf,6001.565,4.2956,1.1947,F_dwarf
4286444569057646848,F,dwarf,6474.779,4.3768,1.197,F_dwarf
5866540192344803328,F,dwarf,6664.9478,4.039,1.7396,F_dwarf
419238702736378496,F,dwarf,6420.2314,4.1666,1.4708,F_dwarf
4489618894646444160,F,dwarf,6047.069,4.261,1.0934,F_dwarf
3426739519676900480,F,dwarf,6166.63,4.263,1.0775,F_dwarf
441135030121125504,F,dwarf,6053.3765,4.4075,0.9419,F_dwarf
6056756425525325440,F,dwarf,7076.0605,4.3585,1.2548,F_dwarf
3329995488710833280,F,dwarf,6833.889,4.073,1.749,F_dwarf
5609371431979854592,F,dwarf,6498.26,4.3939,1.0003,F_dwarf
188087995263552512,F,dwarf,6288.676,4.1682,1.3606,F_dwarf
1974039610037313536,F,dwarf,6295.65,4.4931,0.8992,F_dwarf
207878379930409088,F,dwarf,6110.3496,4.4924,0.8184,F_dwarf
5794619826785811584,F,dwarf,6348.595,4.1756,1.4766,F_dwarf
5527045361414526464,F,dwarf,6570.2754,4.3099,1.1783,F_dwarf
5786200286437407616,F,dwarf,6903.1025,4.2721,1.3314,F_dwarf
4108749235089077888,F,dwarf,7279.0767,4.0054,2.05,F_dwarf
4510861390584548224,F,dwarf,6963.9624,4.0559,1.8472,F_dwarf
5643583217318646400,F,dwarf,7294.822,4.077,1.6039,F_dwarf
1305669439508943744,F,dwarf,6127.2627,4.6602,0.6734,F_dwarf
2920420088740777472,F,dwarf,6770.5376,4.2328,1.3447,F_dwarf
5814101905825496320,F,dwarf,6092.436,4.3707,1.0505,F_dwarf
1825380243507043200,F,dwarf,7119.1235,4.3315,1.3345,F_dwarf
6588099297961621632,F,dwarf,6346.4,4.5844,0.7569,F_dwarf
5257073264891982592,F,dwarf,6248.138,4.453,0.9949,F_dwarf
2163603283059155072,F,dwarf,6340.3823,4.1702,1.2583,F_dwarf
6752378365358984192,F,dwarf,6300.21,4.5645,0.8075,F_dwarf
2008140516499735936,F,dwarf,6379.9385,4.2588,1.3708,F_dwarf
5985801332421764224,F,dwarf,6748.0767,4.1063,1.7284,F_dwarf
188351225219280256,F,dwarf,6364.249,4.4457,1.0054,F_dwarf
3401468550581063936,F,dwarf,7335.583,4.414,1.1487,F_dwarf
4253534335009159680,F,dwarf,6442.0605,4.0285,1.826,F_dwarf
328166154599210752,F,dwarf,6147.556,4.3686,1.0737,F_dwarf
4614529119275550464,F,dwarf,6157.993,4.1272,1.5261,F_dwarf
4118083878283160960,F,dwarf,6840.495,4.0214,2.0065,F_dwarf
5861309678139077632,F,dwarf,7465.3916,4.2544,1.3904,F_dwarf
5866786723468892416,F,dwarf,6024.659,4.2745,1.2393,F_dwarf
6732866775621024000,F,dwarf,6006.2485,4.406,1.0676,F_dwarf
4613998604915061888,F,dwarf,6842.114,4.546,0.8346,F_dwarf
3116921783199769216,F,dwarf,6041.325,4.4456,0.9431,F_dwarf
5866400863611051776,F,dwarf,6020.5693,4.4785,0.8131,F_dwarf
3713343756784239616,F,dwarf,6018.5703,4.5277,0.7577,F_dwarf
5712959407428583040,F,dwarf,7424.765,4.3178,1.244,F_dwarf
5537258102148701696,F,dwarf,6280.3887,4.4923,0.86,F_dwarf
5414626550939487744,F,dwarf,6291.5415,4.2164,1.3953,F_dwarf
4037017401386621056,F,dwarf,6023.211,4.0464,1.4116,F_dwarf
6181193031187206528,F,dwarf,6663.5684,4.5922,0.8003,F_dwarf
5889167007825220736,F,dwarf,6888.6147,4.3397,1.2403,F_dwarf
2229803675553007744,F,dwarf,6179.4976,4.4199,0.8782,F_dwarf
534851869355509632,F,dwarf,6586.968,4.2905,1.1421,F_dwarf
5339026914608940416,F,dwarf,6376.3286,4.4544,1.0357,F_dwarf
5858923050737741440,F,dwarf,7033.995,4.4425,1.0647,F_dwarf
1944566376213404160,F,dwarf,6372.9688,4.4649,0.9624,F_dwarf
3354370939945577088,F,dwarf,7392.699,4.0742,1.9723,F_dwarf
5623931091935693952,F,dwarf,6506.409,4.1667,1.342,F_dwarf
4035720974070442368,F,dwarf,6285.78,4.0279,1.6134,F_dwarf
5336657982428182656,F,dwarf,6242.844,4.255,1.3183,F_dwarf
4098532225078103424,F,dwarf,6006.41,4.4954,0.9602,F_dwarf
5511194110290906624,F,dwarf,6024.742,4.4436,0.929,F_dwarf
4533422372758291200,F,dwarf,6039.518,4.3959,1.0098,F_dwarf
800322870204618624,F,dwarf,6320.8574,4.4326,1.0408,F_dwarf
4154108006704811008,F,dwarf,7047.241,4.3216,1.3574,F_dwarf
2927347351293574144,F,dwarf,7028.703,4.4989,0.963,F_dwarf
2043499878425690880,F,dwarf,6739.358,4.1406,1.6422,F_dwarf
2928892027691333888,F,dwarf,6358.808,4.4666,0.9985,F_dwarf
5836359491619793792,F,dwarf,7085.1016,4.3162,1.3777,F_dwarf
2043547299166682752,F,dwarf,6247.651,4.4134,1.0388,F_dwarf
509227269839790080,F,dwarf,6706.179,4.2812,1.4179,F_dwarf
5342086786725797120,F,dwarf,7156.6084,4.496,0.9714,F_dwarf
5917320896366058752,F,dwarf,6017.5327,4.6389,0.6696,F_dwarf
4103966767466627840,F,dwarf,6212.055,4.2683,1.0611,F_dwarf
245253902596350336,F,dwarf,6678.261,4.1131,1.5552,F_dwarf
3356386550916367104,F,dwarf,6813.402,4.2277,1.332,F_dwarf
3345482174408286464,F,dwarf,6380.2607,4.3519,1.2129,F_dwarf
3371462642038522496,F,dwarf,6345.473,4.3098,1.1826,F_dwarf
5318236382330940032,F,dwarf,6074.1587,4.7125,0.6341,F_dwarf
3127646763216785664,F,dwarf,7117.537,4.3967,1.1574,F_dwarf
5614664068653209728,F,dwarf,7135.1104,4.393,1.0802,F_dwarf
5494272695059554048,F,dwarf,6550.7295,4.5841,0.7737,F_dwarf
974028969903110272,F,dwarf,6198.388,4.2179,1.2904,F_dwarf
5611693325667218688,F,dwarf,6114.0874,4.6567,0.6839,F_dwarf
2192150311446528512,F,dwarf,6086.636,4.4855,0.8003,F_dwarf
2229807420764462336,F,dwarf,7496.8306,4.089,1.7873,F_dwarf
5624279091667785344,F,dwarf,6120.495,4.4922,0.8675,F_dwarf
2939594506378878464,F,dwarf,6379.434,4.1191,1.3494,F_dwarf
2074316135659649920,F,dwarf,6378.6074,4.439,1.0676,F_dwarf
