limit,spec_class,n_rows,high_rows,medium_rows,low_rows,host_posterior_mean,host_score_mean,final_score_mean,downstream_multiplier_mean,followup_factor_mean,color_factor_mean,metallicity_factor_mean
20000,F,2699,0,80,2619,0.5427016295321162,0.27528102099792345,0.14705590146193132,0.5373046683957021,0.6507595405705818,0.8442386068914414,0.777473138199333
20000,G,5031,0,470,4561,0.5120629250630322,0.3183700940138407,0.1771351609739659,0.5588545458159411,0.6508368117670443,0.8793679189028027,0.7682568077916915
20000,K,5752,26,3799,1927,0.6757143620048134,0.5498692430895699,0.33640955099648795,0.6106258066759388,0.651076147426982,0.9628824756606398,0.8381780250347705
20000,M,2875,28,1070,1777,0.5224916698992285,0.42190425490892236,0.2721975309554228,0.6457136695652174,0.6624834782608697,1.0,0.8043652173913044
