source_id,ra,dec,parallax,parallax_over_error,ruwe,bp_rp,teff_gspphot,logg_gspphot,radius_gspphot,mh_gspphot,validation_factor,predicted_spec_class,predicted_evolution_stage,router_label,d_mahal_router,router_similarity,router_log_likelihood,router_log_posterior,second_best_label,margin,posterior_margin,router_model_version,run_id,gauss_label,host_log_likelihood,field_log_likelihood,host_log_lr,host_posterior,class_prior,reliability_factor,quality_factor,followup_factor,metallicity_factor,color_factor,host_score,final_score,d_mahal,similarity,priority_tier,reason_code,host_model_version
1010925526410808832,134.9655,46.897335,1.2322104,32.61186,1.0231674,1.2244263,4657.07,4.4987,0.8405,-0.0797,1.0,K,dwarf,K_dwarf,1.114571083038857,0.47290914361833447,7.148364538042765,4.509307208427506,B_dwarf,2.0427325093168234,7.3413708210950475,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.0583055642904617,-1.1112070485840828,2.1695126128745446,0.8974781301996544,0.95,1.0,1.0,0.65,0.95,0.9,0.809974012505188,0.47383479731553496,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1353823242738632064,256.23718,41.294594,1.2948256,51.460953,0.9449966,1.2492294,4634.7964,4.5379,0.7845,-0.0401,1.0,K,dwarf,K_dwarf,0.8995864198483878,0.5264303795558894,7.364871024228151,4.725813694612892,B_dwarf,2.38595119440336,7.970973027460925,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.2685495036483556,-0.8947005623987012,2.163250066047057,0.8969004701135221,0.95,1.0,1.0,0.65,0.95,0.9,0.8094526742774537,0.47352981445231046,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
460920948023560320,42.81098,57.589043,1.4133998,21.90727,1.0089365,1.9480877,4406.396,4.6088,0.6814,0.0919,1.0,K,dwarf,K_dwarf,0.9517407292430169,0.512363135644482,7.316593679765956,4.677536350150698,M_dwarf,2.662490031278196,6.269531933739936,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.48853534878495664,-0.9429779068608926,1.4315132556458492,0.8071369890271259,0.95,1.0,1.0,0.65,0.95,1.0,0.7284411325969811,0.4734867361880377,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
849834394198101760,162.54813,54.50195,2.0323162,84.40924,1.0182859,1.2425747,4659.8115,4.5564,0.7646,0.024,1.0,K,dwarf,K_dwarf,0.799039676168981,0.5558521100154278,7.450266685569855,4.811209355954597,G_dwarf,2.542690727702937,7.765615888779886,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.3527333454270427,-0.8093049010569935,2.162038246484036,0.8967883592296935,0.95,1.0,1.0,0.65,0.95,0.9,0.8093514942047982,0.473470624109807,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
499205358781547008,79.92173,72.65208,1.2369955,30.247099,0.9979068,1.4773273,4593.4873,4.652,0.692,0.3928,1.0,K,dwarf,K_dwarf,0.5695945317415647,0.6371072144921635,7.607279922321024,4.968222592705766,G_dwarf,3.2031945294896538,8.735722034097963,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.5368720163231235,-0.6522916643058259,1.1891636806289494,0.7665914558081596,0.95,1.0,1.0,0.65,1.0,1.0,0.7282618830177515,0.4733702239615385,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1815534009468886272,307.91373,18.502974,0.73120886,13.797025,1.02844,1.1494455,4941.9214,4.4817,0.882,-0.0629,1.0,K,dwarf,K_dwarf,1.4400251501166865,0.4098318412628567,6.732662671131678,4.093605341516419,G_dwarf,1.5053190828120195,2.7393896296275693,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.1115661523484426,-1.5269089154951727,2.6384750678436153,0.9332970945694835,0.95,0.96,0.96,0.65,0.95,0.9,0.8423006278489588,0.4730360325999753,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
531109544089685760,4.7901654,71.00265,4.400915,296.39954,1.0819058,1.5478716,4496.711,4.6521,0.6715,0.205,1.0,K,dwarf,K_dwarf,0.6806959368406771,0.5949916210779748,7.537825408400267,4.898768078785009,M_dwarf,3.1101707930135882,8.269561562618541,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.4575101913147175,-0.7217461782265842,1.1792563695413016,0.7648140706859176,0.95,1.0,1.0,0.65,1.0,1.0,0.7265733671516217,0.4722726886485541,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1541973665349219968,188.70663,45.695698,1.4881469,20.710083,0.98249906,1.7776756,4370.2764,4.5141,0.8065,0.0128,1.0,K,dwarf,K_dwarf,1.4210756607062573,0.4130395494159351,6.759770870890108,4.120713541274849,M_dwarf,1.8781879800714432,6.104022700623442,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,-0.08352265221589183,-1.4998007157367377,1.4162780635208458,0.8047542710123244,0.95,1.0,1.0,0.65,0.95,1.0,0.7262907295886227,0.47208897423260476,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
2044730128859327360,291.94867,30.79039,0.9898249,22.24816,0.9809455,1.3224573,4741.916,4.6373,0.6948,0.0787,1.0,K,dwarf,K_dwarf,0.5286608119272701,0.6541673549799728,7.62975776058217,4.990700430966912,G_dwarf,3.107705197937562,5.91053727270501,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.7862348193417463,-0.6298138260446806,1.416048645386427,0.8047182212056626,0.95,1.0,1.0,0.65,0.95,1.0,0.7262581946381105,0.4720678265147718,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
479355669211232000,74.869545,64.40462,5.2404013,197.60175,1.3483393,2.270564,3589.557,4.1517,0.8815,-0.6752,1.0,M,dwarf,M_dwarf,2.6807737103836864,0.2716820100021197,4.609715184008705,1.9706578543934463,B_dwarf,0.7207491029124933,5.603617204597123,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,M_EARLY,-1.6653092425759528,-3.451582171074197,1.7862729284982444,0.8564697185166884,1.0,0.96,0.96,0.82,0.7,1.0,0.5995288029616819,0.4719490736914359,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
784285874636536576,171.43803,44.36181,2.4142833,74.260025,0.98579353,1.5512743,4458.326,4.6508,0.674,0.4874,1.0,K,dwarf,K_dwarf,0.7898917601667323,0.5586930015851058,7.4575343912263214,4.818477061611063,M_dwarf,3.0101068072977784,7.422022538498734,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.37341695216265425,-0.8020371954005294,1.1754541475631837,0.7641294631865339,0.95,1.0,1.0,0.65,1.0,1.0,0.7259229900272072,0.47184994351768467,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
414514685379904896,13.032256,49.631744,1.8500732,81.05676,1.1908321,1.2050333,4925.932,4.4753,0.8901,-0.0775,1.0,K,dwarf,K_dwarf,1.4431059322544462,0.40931503902379757,6.728221521761983,4.089164192146725,G_dwarf,1.5255625989540866,3.016284261394175,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.0699297352580737,-1.5313500648648644,2.601279800122938,0.9309439000117956,0.95,0.96,0.96,0.65,0.95,0.9,0.8401768697606455,0.4718433300575785,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
990540610895931776,108.39374,58.75432,0.90366447,10.765746,0.98398554,1.4815483,4385.032,4.5614,0.7541,0.1287,1.0,K,dwarf,K_dwarf,1.2105750282052339,0.4523709836765414,7.036752938158919,4.3976956085436605,M_dwarf,2.244890494079246,6.153655356475909,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.41851820670292783,-1.2228186484679306,1.6413368551708585,0.8377167614518432,0.95,0.96,0.96,0.65,0.95,1.0,0.7560393772102884,0.47176857137921996,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1394789151907666944,231.47356,44.909294,3.0647864,43.289497,1.0375186,2.715685,3518.9023,4.771,0.4775,0.086,1.0,M,dwarf,M_dwarf,1.4291782448687165,0.4116618457753578,7.181713799347851,4.542656469732593,K_dwarf,2.0689646276337195,5.530716689951678,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,M_EARLY,-1.1626748373975808,-2.3369572703453088,1.174282432947728,0.763918213114108,1.0,1.0,1.0,0.65,0.95,1.0,0.7257223024584025,0.47171949659796164,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1855214907381746432,320.03006,33.804592,0.6878001,15.255882,0.99535036,1.2061758,4997.8467,4.5848,0.7943,0.4595,1.0,K,dwarf,K_dwarf,1.2871045422771354,0.43723405796062076,6.941179836240753,4.302122506625494,G_dwarf,1.1905882704457782,1.679861306622843,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.7016968745068595,-1.3183917503860982,2.0200886248929577,0.8828901728162195,0.95,0.96,0.96,0.65,1.0,0.9,0.8387456641754085,0.4710395650009095,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1781143312977482496,328.9894,21.515911,0.9286647,17.174181,0.9779517,1.2126284,4886.1333,4.5085,0.8398,-0.0141,1.0,K,dwarf,K_dwarf,1.2259338402492737,0.44924965060417693,7.018041997281805,4.378984667666547,G_dwarf,1.8853337530870884,3.647192426371673,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.3350784503935516,-1.241529589345046,2.5766080397385975,0.9293408553022763,0.95,0.96,0.96,0.65,0.95,0.9,0.8387301219103043,0.4710308364648269,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1796679618435207040,328.22333,25.690838,0.89757586,15.435432,1.0087019,1.1280527,4920.367,4.5229,0.8228,0.0049,1.0,K,dwarf,K_dwarf,1.2254036862071997,0.4493566745655572,7.018691790530874,4.379634460915616,G_dwarf,1.724931005728224,3.040129821022419,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.329041116615556,-1.2408797960959759,2.569920912711532,0.928900472821604,0.95,0.96,0.96,0.65,0.95,0.9,0.8383326767214976,0.4708076312467931,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
2077265021522533120,296.36502,43.03749,0.6408692,10.038607,0.9359354,1.4650841,4608.8247,4.6432,0.6873,0.2012,1.0,K,dwarf,K_dwarf,0.507565313561388,0.6633211781966885,7.640687613850636,5.001630284235377,G_dwarf,3.209426117682795,8.466923535142644,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.7285167907470069,-0.6188839727762132,1.3474007635232201,0.793704359961596,0.95,0.96,0.96,0.65,1.0,1.0,0.7540191419635162,0.4705079445852341,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
577517318554264192,136.09119,2.7833242,1.3276081,28.09841,0.9156145,1.2571363,4615.8257,4.5534,0.7645,-0.0043,1.0,K,dwarf,K_dwarf,0.8304611423942314,0.546310422461089,7.424666033102604,4.7856087034873465,B_dwarf,2.5142397581218416,8.22690138596036,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.2645789587986491,-0.8349055535242456,2.0994845123228947,0.8908530660348799,0.95,1.0,1.0,0.65,0.95,0.9,0.8039948920964791,0.4703370118764403,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
376986223218488064,15.296732,45.039352,2.4759157,114.87628,0.9988273,1.2576895,4754.9736,4.5768,0.7382,-0.0075,1.0,K,dwarf,K_dwarf,0.7244028920220712,0.5799108808193768,7.507119112631,4.868061783015742,G_dwarf,2.655883535109145,5.859220199676599,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.3389007342333588,-0.7524524739958505,2.0913532082292092,0.8900599113917015,0.95,1.0,1.0,0.65,0.95,0.9,0.8032790700310105,0.4699182559681412,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
472188159067280256,65.743,60.805756,2.7744658,149.08524,1.0204995,1.2311258,4875.405,4.5779,0.7391,-0.0561,1.0,K,dwarf,K_dwarf,0.9186863361372295,0.5211899314471781,7.347506595513347,4.708449265898089,G_dwarf,2.145145368861197,3.7102395870628295,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.1777165716661022,-0.9120649911135037,2.089781562779606,0.8899060264468923,0.95,1.0,1.0,0.65,0.95,0.9,0.8031401888683202,0.4698370104879674,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
940620553908729472,102.27488,36.162006,1.8386717,35.70557,1.0153512,1.5275793,4512.2676,4.654,0.6749,0.4411,1.0,K,dwarf,K_dwarf,0.6576183546492401,0.6032751731996867,7.553267937430183,4.914210607814924,M_dwarf,3.140522327783588,8.64191401633696,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.4507813836159551,-0.7063036491966685,1.1570850328126236,0.760802646693696,0.95,1.0,1.0,0.65,1.0,1.0,0.7227625143590112,0.4697956343333573,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
270553669451486848,64.44594,49.682297,1.7144992,31.185535,0.9819232,1.7433949,4403.3027,4.4942,0.8388,0.0005,1.0,K,dwarf,K_dwarf,1.4569335525754297,0.4070114142695356,6.708171199305939,4.06911386969068,M_dwarf,1.7741408864502204,6.987996776616413,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,-0.1614969700499942,-1.5514003873209052,1.389903417270911,0.8005768238211874,0.95,1.0,1.0,0.65,0.95,1.0,0.7225205834986216,0.46963837927410407,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
836579231769412224,160.70087,50.15178,3.9667792,61.803806,0.9266935,2.535265,3517.732,4.778,0.4709,0.0162,1.0,M,dwarf,M_dwarf,1.4310521444539046,0.4113445292736135,7.1790339070778035,4.539976577462545,K_dwarf,2.0705147296890627,5.540020306509508,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,M_EARLY,-1.2108704474778638,-2.3626186935387943,1.1517482460609305,0.7598300963424952,1.0,1.0,1.0,0.65,0.95,1.0,0.7218385915253704,0.4691950844914908,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1344677706882394112,266.07465,39.920918,2.6930144,41.675407,1.0394999,2.4931507,3543.3896,4.7529,0.4977,0.1212,1.0,M,dwarf,M_dwarf,1.3476405836135703,0.42595958128342,7.2949214558497015,4.655864126234443,K_dwarf,2.0783127611998395,5.394000728652827,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,M_EARLY,-0.8070166641658181,-1.9569477687045813,1.1499311045387632,0.7594983326867575,1.0,1.0,1.0,0.65,0.95,1.0,0.7215234160524195,0.46899022043407274,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1404297900263055872,235.90733,50.778267,1.034745,24.631626,0.9384784,1.3907185,4546.32,4.655,0.6777,0.2832,1.0,K,dwarf,K_dwarf,0.5923768787866235,0.6279920371375844,7.59404370435548,4.954986374740221,M_dwarf,3.201147296073267,9.448636390169966,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.48403095501209403,-0.6655278822713724,1.1495588372834664,0.7594303275521403,0.95,1.0,1.0,0.65,1.0,1.0,0.7214588111745333,0.46894822726344665,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
862419301209711616,169.71165,63.11666,1.510088,61.329433,0.9420841,1.1211367,4884.047,4.5723,0.7351,-0.0186,1.0,K,dwarf,K_dwarf,0.9456308358983825,0.5139721171916236,7.322390048715034,4.683332719099775,G_dwarf,2.086714618875954,3.589150160533021,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.1340549762121053,-0.9371815379118194,2.0712365141239246,0.8880759263210576,0.95,1.0,1.0,0.65,0.95,0.9,0.8014885235047544,0.46887078625028134,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1147739063925642752,146.01897,84.59349,0.93884146,15.569018,1.045969,1.5710697,4410.3403,4.5235,0.7965,-0.0023,1.0,K,dwarf,K_dwarf,1.2962771626371692,0.4354874996237587,6.929331646428635,4.2902743168133775,M_dwarf,2.019253638808137,6.881754881630721,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.27316364789751946,-1.3302399401982121,1.6034035880957316,0.8324935460961951,0.95,0.96,0.96,0.65,0.95,1.0,0.751325425351816,0.4688270654195332,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1946616033386366080,327.26343,33.363895,1.0987823,12.495739,0.9814826,1.7983723,4291.825,4.5923,0.706,0.2639,1.0,K,dwarf,K_dwarf,1.3306218074897944,0.4290700433619704,6.884221690332267,4.245164360717009,M_dwarf,1.9568407944506352,4.084937842759874,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,-0.045372688536045924,-1.3753498962945816,1.3299772077585357,0.7908368646579642,0.95,0.96,0.96,0.65,1.0,1.0,0.751295021425066,0.4688080933692412,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
2017626754914723712,292.60468,19.803,1.6143056,26.842325,0.9914102,2.0068512,4393.753,4.618,0.677,0.104,1.0,K,dwarf,K_dwarf,0.9703220144358647,0.5075312525939149,7.298736481766533,4.659679152151275,M_dwarf,2.689420608577883,6.002356324993292,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.41998437612809525,-0.9608351048603194,1.3808194809884147,0.7991225802402311,0.95,1.0,1.0,0.65,0.95,1.0,0.7212081286668085,0.46878528363342553,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
2047153113221583488,295.9836,34.604008,0.647455,13.759351,0.9735375,1.2690105,4810.7,4.5144,0.838,0.0643,1.0,K,dwarf,K_dwarf,1.1235673776884296,0.4709057082467201,7.138297061513144,4.499239731897886,G_dwarf,2.0359889447497244,4.954580866132751,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.3800767943085357,-1.1212745251137073,2.501351319422243,0.9242364982131557,0.95,0.96,0.96,0.65,0.95,0.9,0.834123439637373,0.4684437237003487,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
941983673449056128,100.52836,35.407192,1.1348917,22.78322,0.92939454,1.3288136,4666.969,4.5425,0.7645,-0.1782,1.0,K,dwarf,K_dwarf,0.8276807292490811,0.5471415132832631,7.426971192830825,4.787913863215566,G_dwarf,2.4539122040689976,7.7070728547571274,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.2837216032143375,-0.8326003937960256,2.1163219970103633,0.8924794980682982,0.95,1.0,1.0,0.65,0.85,1.0,0.7206771946901507,0.46844017654859793,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1132564944468354176,150.90297,80.529976,1.2725648,46.1549,1.09247,1.1372471,4913.541,4.5836,0.7418,0.0099,1.0,K,dwarf,K_dwarf,0.9961876004445874,0.500954920157445,7.273304019976198,4.634246690360939,G_dwarf,1.8714160918645928,3.0540801213215176,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.0716625196583558,-0.9862675666506566,2.057930086309012,0.8867464606951584,0.95,1.0,1.0,0.65,0.95,0.9,0.8002886807773804,0.46816887825476755,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
948597338968548864,111.06749,40.655045,1.6674974,47.851326,1.0600446,1.2342834,4725.246,4.5805,0.7349,0.0278,1.0,K,dwarf,K_dwarf,0.6848296634214752,0.5935318101945366,7.535003053664985,4.895945724049726,G_dwarf,2.7205101335857482,6.4069679895637695,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.3311503385415162,-0.7245685329618676,2.055718871503384,0.8865242046603565,0.95,1.0,1.0,0.65,0.95,0.9,0.8000880947059718,0.4680515354029935,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1328582510213732608,244.61841,33.139885,1.7500969,100.524826,1.012387,1.0496807,5108.2734,4.5707,0.7601,-0.0507,1.0,K,dwarf,K_dwarf,1.5256592673236407,0.3959362266073474,6.605680787630717,3.9666234580154582,G_dwarf,0.40875857146738914,0.145867608419894,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.40029403315909073,-1.6538907989961387,2.0541848321552294,0.8863697902471032,0.95,1.0,1.0,0.65,0.95,0.9,0.7999487356980105,0.46797001038333624,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
120495105627091712,51.80534,29.014713,1.1008927,11.331399,1.1096612,1.85532,4500.319,4.5583,0.7532,0.0203,1.0,K,dwarf,K_dwarf,0.9557076484128548,0.5113238682742511,7.312810332998556,4.673753003383297,B_dwarf,2.4443170326870676,8.30161754494411,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.9271059503953181,-0.9467612536282919,1.87386720402361,0.8669051113934845,0.95,0.92,0.92,0.65,0.95,1.0,0.7823818630326197,0.46786435409350663,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
187751957024145152,79.41946,38.239765,1.2514874,15.665422,1.1238273,1.6074543,4497.1133,4.5483,0.7636,-0.0322,1.0,K,dwarf,K_dwarf,1.0029480031159552,0.49926408396239713,7.2665465391388295,4.627489209523571,B_dwarf,2.3623905900704845,8.13802175843511,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.8749765495015045,-0.993025047488018,1.8680015969895225,0.8662268762046453,0.95,0.92,0.92,0.65,0.95,1.0,0.7817697557746923,0.4674983139532661,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1803187112364910464,303.81503,12.631384,1.3574356,22.794786,1.1740619,1.7545214,4294.114,4.5334,0.8009,0.3269,1.0,K,dwarf,K_dwarf,1.5787180776823864,0.3877895798903099,6.523323503215385,3.884266173600127,M_dwarf,1.821287330262461,4.630203911873214,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,-0.4220109646229173,-1.7362480834114602,1.3142371187885429,0.7882213154129422,0.95,0.96,0.96,0.65,1.0,1.0,0.748810249642295,0.4672575957767921,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
2009481851955011200,348.35757,57.192337,2.501689,58.911304,0.9800534,2.1244516,4369.0576,4.6475,0.6702,0.4889,1.0,K,dwarf,K_dwarf,1.0275587816153544,0.49320395002471923,7.2415603627785545,4.602503033163297,M_dwarf,2.570887057147866,5.51297756288386,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.1147260072907188,-1.0180112238482928,1.1327372311390116,0.7563436915890206,0.95,1.0,1.0,0.65,1.0,1.0,0.7185265070095695,0.4670422295562202,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
359508077146674432,29.093481,51.443176,0.61526376,10.33167,0.9435826,1.3267632,4917.899,4.4789,0.8628,-0.254,1.0,K,dwarf,K_dwarf,1.3688743808910335,0.4221414221314082,6.832590352286065,4.193533022670806,G_dwarf,1.6220131955664978,3.1990207364828662,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,1.1084378736823224,-1.4269812343407828,2.535419108023105,0.9265878296501232,0.95,0.96,0.96,0.65,0.85,1.0,0.7482196724424743,0.46688907560410403,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1857739626598247936,312.08224,27.418198,1.4695758,45.200394,0.9733107,1.352788,4652.2915,4.6406,0.675,-0.0231,1.0,K,dwarf,K_dwarf,0.4110679763276286,0.7086830803166176,7.685010447034925,5.045953117419666,G_dwarf,3.2670594331702607,7.622844132221191,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.7857361657484971,-0.5745611395919235,1.3602973053404206,0.7958080133746881,0.95,1.0,1.0,0.65,0.95,1.0,0.718216732070656,0.4668408758459264,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1454154194168170880,211.13211,30.627262,1.4728206,27.176325,0.99419177,1.7051659,4381.0645,4.649,0.6733,0.459,1.0,K,dwarf,K_dwarf,1.003033141087045,0.4992428629799408,7.266461146556498,4.627403816941239,M_dwarf,2.66066158808454,5.774801653685461,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,0.1360671434883991,-0.9931104400703501,1.1291775835587492,0.7556870931214528,0.95,1.0,1.0,0.65,1.0,1.0,0.7179027384653801,0.4666367800024971,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1527499934799050880,195.69135,41.603416,3.2876132,151.18958,0.94515723,1.5223894,4310.6113,4.5617,0.7341,0.0935,1.0,K,dwarf,K_dwarf,1.3571415971974505,0.42424265100957914,6.848582230194147,4.209524900578888,M_dwarf,2.0755037045340803,4.53712008679306,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,K,-0.05287789512641927,-1.4109893564326996,1.3581114613062804,0.7954525892509139,0.95,1.0,1.0,0.65,0.95,1.0,0.7178959617989497,0.46663237516931727,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
1898628020197471232,331.01202,31.250652,1.5309523,12.439117,0.98870856,2.1586266,3758.1743,4.2943,0.9733,-0.2138,1.0,M,dwarf,M_dwarf,3.053478699661075,0.24670167875400786,3.5411229425089186,0.9020656128936602,K_dwarf,0.02574507589302888,2.1784221147828884,gaussian_router_v1,gaia_pipeline_20260319T115539Z_f5dc32c6,M_EARLY,-2.115151451020571,-4.102706058664184,1.987554607643613,0.8794841865440519,1.0,0.96,0.96,0.65,0.85,1.0,0.7475615585624441,0.46647841254296507,,,MEDIUM,HOST_SCORING,gaussian_host_field_v1_host_vs_field_log_lr_v1_msub_True_shrink_0.15
